timestamp,accel_x,accel_y,accel_z,estado_real,prediccion,confianza
2026-05-25 12:46:48.064,-0.261719,-0.210938,-0.722656,unknown,,
2026-05-25 12:46:48.921,-0.210938,-0.160156,-0.96875,unknown,,
2026-05-25 12:46:49.942,-0.183594,-0.226563,-0.898438,unknown,,
2026-05-25 12:46:50.965,0.117188,-0.085938,-0.957031,unknown,,
2026-05-25 12:46:52.502,-0.46875,0.269531,-1.101563,unknown,,
2026-05-25 12:46:52.942,-0.15625,-0.304688,-0.949219,unknown,,
2026-05-25 12:46:53.974,0.347656,-0.023438,-0.972656,unknown,,
2026-05-25 12:46:55.573,-0.382813,-0.21875,-0.800781,unknown,,
2026-05-25 12:46:56.189,0.121094,-0.03125,-0.871094,unknown,,
2026-05-25 12:46:56.963,0.199219,0.425781,-0.96875,unknown,,
2026-05-25 12:46:58.129,-0.472656,-0.316406,-0.851563,unknown,,
2026-05-25 12:46:58.993,0.4375,0.210938,-1,unknown,,
2026-05-25 12:47:00.281,0.488281,0.050781,-0.976563,unknown,,
2026-05-25 12:47:01.038,-0.007813,0.015625,-0.777344,unknown,,
2026-05-25 12:47:02.030,0.324219,0.3125,-0.761719,unknown,,
2026-05-25 12:47:03.485,0.140625,0.351563,-0.945313,unknown,,
2026-05-25 12:47:04.012,0.191406,0.117188,-0.921875,unknown,,
2026-05-25 12:47:04.998,0.21875,0.144531,-0.777344,unknown,,
2026-05-25 12:47:06.121,-0.519531,-0.289063,-0.746094,unknown,,
2026-05-25 12:47:07.723,-0.164063,-0.007813,-0.867188,unknown,,
2026-05-25 12:47:08.165,-0.179688,0.316406,-1.09375,unknown,,
2026-05-25 12:47:09.094,-0.035156,-0.113281,-0.796875,unknown,,
2026-05-25 12:47:10.524,-0.1875,-0.351563,-0.660156,unknown,,
2026-05-25 12:47:11.066,0.179688,0.113281,-0.765625,unknown,,
2026-05-25 12:47:12.162,-0.410156,-0.265625,-0.886719,unknown,,
2026-05-25 12:47:13.184,-0.371094,-0.222656,-0.988281,unknown,,
2026-05-25 12:47:14.416,-0.339844,0.128906,-0.820313,unknown,,
2026-05-25 12:47:15.745,-0.363281,-0.546875,-0.675781,unknown,,
2026-05-25 12:47:16.263,-0.070313,0.292969,-0.742188,unknown,,
2026-05-25 12:47:17.183,0.195313,0.25,-0.964844,unknown,,
2026-05-25 12:47:18.184,0.082031,0.28125,-1.097656,unknown,,
2026-05-25 12:47:19.141,-0.417969,0.027344,-1.03125,unknown,,
2026-05-25 12:47:20.350,0.179688,0.105469,-0.78125,unknown,,
2026-05-25 12:47:21.479,-0.035156,-0.109375,-0.859375,unknown,,
2026-05-25 12:47:22.202,-0.628906,-0.523438,-0.652344,unknown,,
2026-05-25 12:47:23.513,0.035156,0.347656,-0.957031,unknown,,
2026-05-25 12:47:24.246,-0.199219,0.441406,-1.089844,unknown,,
2026-05-25 12:47:25.212,-0.457031,-0.242188,-1,unknown,,
2026-05-25 12:47:26.337,0.054688,-0.339844,-0.933594,unknown,,
2026-05-25 12:47:27.317,0.058594,-0.085938,-0.894531,unknown,,
2026-05-25 12:47:28.244,0.222656,-0.222656,-0.835938,unknown,,
2026-05-25 12:47:29.776,-0.027344,-0.058594,-0.886719,unknown,,
2026-05-25 12:47:31.005,-0.023438,-0.058594,-0.890625,unknown,,
2026-05-25 12:47:31.351,-0.03125,-0.058594,-0.890625,unknown,,
2026-05-25 12:47:32.338,-0.03125,-0.054688,-0.890625,unknown,,
